sofifa_id;name;team;position;foot;best_position;height;weight;age;ova;pot;growth;gk_handling;weak_foot;international_reputation;team_position;pac;sho;pas;dri;def;phy;wage;value
227055;Gelson Martins;AS Monaco;Atacante;Right;RM;173;74;26;77;77; 0; 9;3;3; 4;91;70;69;82;51;61; 47000; 11500000
228080;F. Passlack;Borussia Dortmund;Defensor;Right;RWB;172;70;23;69;73; 4;11;4;1; 2;69;60;67;71;66;75; 19000;  2000000
228302;Pedraza;Villarreal CF;Defensor;Left;LWB;184;73;25;77;80; 3; 6;2;1; 2;81;72;70;75;73;77; 27000; 13000000
228312;R. Lod;Minnesota United FC;Atacante;Left;RM;181;82;28;73;73; 0;13;4;1; 4;72;73;71;73;54;69;  8000;  3100000
228520;E. Avila;CA Osasuna;Atacante;Right;ST;172;81;27;79;79; 0; 6;5;1; 4;81;80;65;78;44;83; 36000; 19000000
228614;G. Holtmann;VfL Bochum 1848;Atacante;Left;LM;185;77;26;73;73; 0; 8;2;1; 4;94;65;64;72;57;60; 20000;  3300000
228704;S. van Wermeskerken;PEC Zwolle;Defensor;Right;RB;178;72;27;67;68; 1;11;3;1; 2;76;38;63;68;62;64;  4000;  1100000
228790;Aitor Bunuel;Unión Deportiva Almería;Defensor;Right;RWB;173;70;23;70;77; 7; 7;3;1; 2;82;38;59;68;62;70;  5000;  3000000
228946;M. Svanberg;Bologna;Meio-Campo;Right;CM;185;77;22;75;80; 5; 6;3;1; 3;77;66;75;77;63;69; 25000;  8500000
228983;M. Caufriez;Spartak Moskva;Defensor;Right;CB;186;83;24;68;74; 6;11;3;1; 2;59;30;57;56;68;72; 15000;  1700000
229167;M. Rashica;Norwich City;Atacante;Right;RM;177;73;25;76;78; 2;14;4;1; 4;82;75;68;81;47;65; 33000;  9500000
229188;V. Pavlidis;AZ Alkmaar;Atacante;Right;ST;185;82;22;74;81; 7;11;4;1; 4;76;74;62;72;42;79; 10000;  8500000
229270;M. Lemos;K Beerschot VA;Defensor;Right;CB;187;85;25;67;69; 2; 6;3;1; 2;60;54;59;68;65;71; 13000;  1100000
229375;E. Adebayo;Luton Town;Atacante;Right;ST;193;89;23;72;76; 4;11;3;1; 4;75;71;50;68;44;79; 11000;  3400000
229453;Gil Dias;SL Benfica;Defensor;Left;LM;183;78;24;73;76; 3; 6;4;1; 2;76;66;69;76;63;67; 10000;  4200000
229682;D. Fry;Middlesbrough;Defensor;Right;CB;191;72;23;73;79; 6; 8;3;1; 2;64;29;56;59;74;72; 18000;  4400000
229905;A. Bardakci;İttifak Holding Konyaspor;Defensor;Left;CB;190;80;26;73;74; 1; 7;2;1; 2;50;32;49;56;75;75; 14000;  3100000
229927;Gerson;Olympique de Marseille;Meio-Campo;Left;CDM;184;76;24;78;82; 4;13;3;2; 3;72;69;78;78;76;80; 35000; 20000000
230005;T. Davies;Everton;Meio-Campo;Right;CM;180;70;23;75;78; 3;12;3;1; 3;65;64;73;75;69;71; 55000;  7500000
230032;J. Amaluzor;Motherwell;Atacante;Left;LM;183;73;24;62;64; 2; 6;3;1; 4;91;52;53;64;41;70;  1000;   525000
230079;A. Kalulu;FC Sochaux-Montbéliard;Atacante;Right;RW;166;68;25;66;69; 3; 6;3;1; 4;91;66;58;70;30;49;  2000;  1100000
230168;Raphaelinho Anjos;RB Bragantino;Goleiro;Right;GK;190;85;33;82;82; 0;84;2;1; 1;79;84;77;78;41;83; 20000; 10000000
230294;Louri Beretta;RB Bragantino;Defensor;Right;ST;188;83;29;81;81; 0;11;3;1; 2;78;84;62;72;33;71; 28000; 25500000
230386;Cesario Limberg;São Paulo;Defensor;Left;CB;191;87;25;69;69; 0;15;3;1; 2;56;50;57;49;70;72; 14000;  1300000
230708;J. Worrall;Nottingham Forest;Defensor;Right;CB;190;90;24;72;78; 6;11;2;1; 2;59;25;50;45;73;76; 26000;  3400000
230876;M. Butcher;Accrington Stanley;Defensor;Left;CM;188;83;24;65;69; 4; 6;3;1; 2;64;62;63;62;62;76;  2000;  1000000
231056;S. Marinovic;New Zealand;Goleiro;Right;GK;191;95;29;68;68; 0;64;2;1; 1;71;64;58;71;47;63;     0;        0
231436;G. Diangana;West Bromwich Albion;Atacante;Left;LM;180;73;23;71;77; 6;13;3;1; 4;83;61;64;74;27;57; 25000;  3000000
231524;T. Pochettino;River Plate;Atacante;Right;CAM;180;72;25;74;75; 1;13;3;1; 4;71;66;76;76;64;72;  8000;  5000000
231652;S. Banza;Futebol Clube de Famalicão;Defensor;Right;ST;189;77;24;72;75; 3; 7;2;1; 2;69;71;49;71;30;73; 19000;  3200000
231887;Y. Yazici;PFC CSKA Moscow;Atacante;Left;CAM;183;74;24;76;80; 4;12;4;1; 4;67;75;77;79;47;71; 39000; 11000000
231900; FakePlayer;China PR;Atacante;Right;ST;182;78;27;69;71; 2; 8;3;1; 4;73;67;61;70;30;67;     0;        0
232244;S. Ascacibar;Hertha BSC;Meio-Campo;Right;CDM;168;70;24;74;79; 5;10;3;1; 3;69;47;61;69;75;72; 28000;  6000000
232545;N. Broadhead;Sunderland;Defensor;Right;CAM;178;73;23;65;71; 6; 8;4;1; 2;81;63;59;66;31;54; 15000;  1100000
232711;J. Stage;F.C. København;Atacante;Right;CDM;185;83;24;71;73; 2;12;3;1; 4;73;64;68;70;70;79; 12000;  2400000
232985;T. Kunimoto;Jeonbuk Hyundai Motors;Atacante;Left;CAM;174;70;23;70;77; 7;12;5;1; 4;80;65;70;76;45;70;  6000;  3200000
233478;M. Zajc;Fenerbahçe SK;Atacante;Right;CAM;178;72;27;74;75; 1; 6;3;1; 4;67;73;75;75;66;64; 38000;  4800000
233486;R. Le Normand;Real Sociedad;Defensor;Right;CB;187;81;24;79;84; 5;13;3;1; 2;66;25;52;57;80;74; 29000; 24000000
233841;C. Cuesta;KRC Genk;Defensor;Right;CB;182;80;22;72;79; 7; 8;3;1; 2;75;28;52;64;72;75; 10000;  4400000
233887;J. Chicco;Club Atlético Sarmiento;Meio-Campo;Right;CDM;186;73;23;66;71; 5; 8;3;1; 3;55;50;61;62;64;65;  3000;  1200000
234109; L. Moore;Heart of Midlothian;Defensor;Right;RM;179;68;21;63;74;11;15;3;1; 2;76;49;57;64;25;47;  1000;   625000
234122;Artur;Columbus Crew;Meio-Campo;Right;CDM;181;70;25;73;75; 2; 6;2;1; 3;62;51;64;70;69;79;  7000;  3400000
234178;L. Abram;Cruz Azul;Defensor;Left;CB;181;78;25;75;80; 5; 9;3;1; 2;65;42;58;60;75;78; 19000;  7500000
234298;N. Alho;Finland;Defensor;Right;RB;172;72;28;66;66; 0; 6;3;1; 2;80;58;62;66;58;68;     0;        0
234399;J. Eggestein;Royal Antwerp FC;Atacante;Right;CAM;183;75;23;70;76; 6;10;4;1; 4;71;69;69;74;37;60; 11000;  2500000
234515;J. Lefort;BSC Young Boys;Defensor;Left;LB;184;81;27;71;71; 0; 6;3;1; 2;65;26;59;62;69;74; 10000;  1800000
234573;Aurelio Buta;Royal Antwerp FC;Defensor;Right;RM;172;66;24;73;77; 4; 5;4;1; 2;93;59;66;74;65;68; 14000;  4100000
234579;J. Quinones;Club Atlas;Atacante;Right;ST;177;78;24;74;78; 4;12;3;1; 4;88;70;60;78;36;76; 12000;  6000000
234678;J. Maehle;Atalanta;Defensor;Right;RWB;185;79;24;77;80; 3; 8;3;2; 2;86;56;68;72;68;78; 35000; 13500000
234789;Y. Eteki;Granada CF;Meio-Campo;Right;CDM;182;76;23;75;83; 8;11;3;1; 3;63;55;66;69;70;76; 17000; 12000000
234824;Y. Wissa;Brentford;Atacante;Right;RM;176;74;24;75;78; 3; 7;3;1; 4;87;74;65;76;28;68; 40000;  7500000
234833;F. Muller;VfB Stuttgart;Goleiro;Left;GK;190;88;23;76;80; 4;73;4;1; 1;75;73;73;80;43;74; 16000;  8500000
234835;Domingos Duarte;Granada CF;Defensor;Right;CB;190;78;26;78;81; 3; 9;3;1; 2;55;35;58;53;80;78; 24000; 16500000
234843;M. Leitsch;VfL Bochum 1848;Defensor;Left;CB;188;75;23;73;79; 6;14;2;1; 2;85;37;56;62;75;70; 16000;  4400000
234905;D. Vanzeir;Royale Union Saint-Gilloise;Atacante;Right;ST;175;77;23;73;78; 5; 7;3;1; 4;85;74;68;72;36;72; 13000;  4700000
235167;V. Janelt;Brentford;Meio-Campo;Left;CDM;184;79;23;74;81; 7; 8;3;1; 3;66;64;67;68;71;76; 31000;  8000000
211818;K. Mohwald;1. FC Union Berlin;Atacante;Right;CM;183;77;27;72;72; 0;13;2;1; 4;57;71;75;73;64;68; 21000;  2500000
212242;R. Andrich;Bayer 04 Leverkusen;Meio-Campo;Right;CDM;187;83;26;79;80; 1; 9;4;2; 3;59;76;77;73;76;84; 50000; 18500000
212267;Ivan Cavaleiro;Fulham;Atacante;Right;LM;175;73;27;72;72; 0;15;3;1; 4;84;70;66;73;37;71; 37000;  2500000
212392;R. Stewart;Heart of Midlothian;Goleiro;Left;GK;188;71;26;61;65; 4;60;2;1; 1;62;60;61;63;43;60;  1000;   350000
212602;Diego Llorente;Leeds United;Defensor;Right;CB;186;76;27;77;79; 2;12;3;2; 2;70;40;62;65;76;80; 65000; 11000000
212613;W. Said;Racing Club de Lens;Atacante;Right;ST;171;72;26;73;74; 1; 9;3;1; 4;76;73;67;76;29;59; 25000;  3600000
212626;D. Selke;Hertha BSC;Atacante;Right;ST;195;84;26;71;72; 1;11;3;1; 4;73;70;53;67;40;75; 28000;  2200000
212823; Gabriel Barbosa;Inter;Defensor;Left;CF;178;68;22;81;85; 4; 7;3;2; 2;78;80;70;83;32;67; 71000; 23500000
213296;N. Bentaleb;Angers SCO;Defensor;Left;CAM;187;78;26;73;74; 1;10;2;2; 2;57;71;73;78;67;73; 17000;  3200000
213331;J. Tah;Bayer 04 Leverkusen;Defensor;Right;CB;195;98;25;81;84; 3; 8;4;2; 2;62;37;58;61;82;81; 54000; 30500000
213732;A. Selikhov;Spartak Moskva;Goleiro;Right;GK;190;85;27;71;73; 2;67;4;1; 1;71;67;68;76;39;70; 23000;  1700000
213928;E. Sobol;Club Brugge KV;Defensor;Left;LB;186;76;26;75;76; 1;11;2;1; 2;79;64;68;70;71;73; 21000;  6000000
214092;A. Miranchuk;Atalanta;Atacante;Left;CAM;182;74;25;78;80; 2; 8;2;1; 4;75;70;76;80;31;62; 46000; 17500000
214097;B. Bourigeaud;Stade Rennais FC;Defensor;Right;RW;178;68;27;80;80; 0; 7;3;2; 2;76;76;82;80;66;76; 59000; 22500000
214665;J. Ramirez;Boca Juniors;Atacante;Left;CAM;174;72;28;74;74; 0;13;2;1; 4;79;67;71;78;67;66; 16000;  4200000
214972;F. Bravo;CD Antofagasta;Defensor;Right;CDM;185;77;27;67;67; 0; 9;2;1; 2;51;45;59;59;64;80;  2000;   950000
215223;W. Benitez;OGC Nice;Goleiro;Right;GK;191;93;28;80;82; 2;79;2;2; 1;80;79;72;83;48;80; 32000; 18000000
215270;L. Zelarayan;Columbus Crew;Atacante;Right;CAM;172;70;29;79;79; 0; 9;3;2; 4;71;76;78;82;46;66; 12000; 17000000
215330;J. Correa;Inter;Atacante;Right;CF;189;75;26;81;81; 0;10;4;1; 4;84;75;77;85;39;69; 76000; 28500000
215565;M. Miazga;Deportivo Alavés;Defensor;Right;CB;193;84;25;72;75; 3; 7;3;1; 2;51;26;47;58;73;77; 51000;  2800000
215651;Samir;Watford;Defensor;Left;CB;188;80;26;73;75; 2;11;2;1; 2;60;33;57;57;75;73; 36000;  3300000
215792;Jemerson;FC Metz;Defensor;Right;CB;184;77;28;72;73; 1;15;2;2; 2;58;37;49;58;73;74; 13000;  2200000
216194;Dani Garcia;Athletic Club de Bilbao;Meio-Campo;Right;CDM;180;81;31;78;78; 0;14;3;1; 3;42;65;71;72;77;82; 29000; 11500000
216266;K. Tete;Fulham;Defensor;Right;CB;180;71;25;74;76; 2;15;2;1; 2;75;47;66;68;73;74; 39000;  4900000
216380;D. Sinkgraven;Bayer 04 Leverkusen;Defensor;Left;LM;179;67;25;74;75; 1;13;3;2; 2;77;60;72;77;71;64; 34000;  4600000
216483;T. Fosu;Brentford;Atacante;Right;LW;172;67;25;70;71; 1;13;3;1; 4;83;64;64;72;38;61; 25000;  1900000
217821;Henrique;Olympique Lyonnais;Defensor;Left;LB;173;72;27;73;73; 0; 7;3;1; 2;78;45;63;71;70;65; 39000;  2900000
219455; J. Calleri;CA Osasuna;Atacante;Right;ST;181;72;26;75;75; 0;12;2;1; 4;71;75;62;75;47;72; 30000;  6000000
219496;Simy;Parma;Atacante;Right;ST;198;84;29;71;71; 0;10;3;1; 4;59;73;45;61;29;74;  4000;  1900000
219581;S. Gigot;Spartak Moskva;Defensor;Right;CB;187;83;27;78;79; 1;15;2;1; 2;67;38;65;61;79;80; 51000; 14000000
219985;M. Vecino;Inter;Meio-Campo;Right;CM;187;81;29;78;78; 0; 4;3;2; 3;65;71;75;77;76;73; 88000; 13500000
220085;L. Waldschmidt;VfL Wolfsburg;Atacante;Left;CAM;181;74;25;75;80; 5;10;3;1; 4;71;78;70;76;29;62; 51000;  8500000
220196;D. Brooks;AFC Bournemouth;Defensor;Left;CAM;180;62;23;76;82; 6;14;3;1; 2;73;71;75;79;48;63; 33000; 12000000
220295;E. Valencia;Fenerbahçe SK;Atacante;Right;ST;177;74;31;75;75; 0;12;3;2; 4;88;75;66;74;48;79; 45000;  4800000
220306;A. Ceesay;FC Zürich;Atacante;Left;ST;189;74;27;66;66; 0; 8;2;1; 4;88;67;59;62;33;65;  6000;   925000
220334;O. Romero;Boca Juniors;Atacante;Left;CAM;176;74;28;76;76; 0; 7;4;1; 4;74;71;76;79;48;61; 18000;  7500000
220477;M. Caldara;Venezia FC;Defensor;Right;CB;187;80;27;75;75; 0; 9;3;2; 2;58;34;46;63;77;70; 30000;  5000000
220493;A. Barreca;Lecce;Defensor;Left;LB;183;70;26;71;72; 1; 7;2;1; 2;72;34;62;71;67;62;  3000;  2000000
220604;Jaume;Valencia CF;Goleiro;Right;GK;185;73;30;74;74; 0;74;3;1; 1;71;74;74;75;58;71; 21000;  2800000
220710;H. Wilson;Fulham;Atacante;Left;CAM;173;70;24;76;79; 3;13;2;1; 4;78;78;76;75;45;57; 45000; 10000000
220876;F. Honorat;Stade Brestois 29;Atacante;Right;RM;180;70;24;77;79; 2;15;3;2; 4;83;75;71;77;47;62; 18000; 13500000
220905;J. Aholou;RC Strasbourg Alsace;Meio-Campo;Left;CDM;186;71;27;75;76; 1; 7;3;1; 3;67;60;67;70;73;77; 38000;  6000000
221125;S. Driussi;Austin FC;Atacante;Right;CAM;179;79;25;76;79; 3;14;2;1; 4;81;75;71;74;26;69;  9000; 10000000
221564;N. Leiva;CD Tenerife;Atacante;Right;CAM;176;70;24;71;74; 3;11;3;1; 4;83;69;68;72;27;61;  6000;  2600000
221661; G. Vadala;Club Deportes Tolima;Atacante;Right;RM;168;65;22;66;76;10; 4;3;1; 4;77;56;63;73;24;48;  1000;  1000000
221743;Helder Costa;Valencia CF;Atacante;Left;RM;179;77;27;75;75; 0; 6;4;2; 4;85;67;70;76;31;57; 63000;  6000000
222262;C. Dessers;Feyenoord;Atacante;Right;ST;184;83;26;75;76; 1;11;4;1; 4;75;74;56;71;29;75; 18000;  6500000
222590;M. Manotas;Club Tijuana;Meio-Campo;Right;ST;178;69;25;71;73; 2;13;2;1; 3;72;71;59;70;33;67; 15000;  2400000
222836;R. Ledson;Preston North End;Meio-Campo;Right;CDM;175;69;23;72;77; 5;16;2;1; 3;64;56;69;66;67;74; 19000;  3200000
222870;G. Cooper;Plymouth Argyle;Defensor;Left;CAM;175;72;24;64;68; 4;13;3;1; 2;76;60;64;65;56;58;  3000;   775000
223959;L. Torreira;Fiorentina;Meio-Campo;Right;CDM;166;60;25;79;81; 2; 5;3;2; 3;74;67;74;79;77;75; 73000; 20000000
224030;M. Lopez;U.S. Sassuolo Calcio;Meio-Campo;Right;CAM;167;58;23;75;78; 3;14;3;1; 3;71;66;77;80;66;55; 25000;  7500000
224065;D. Blanco;Club Atlético Independiente;Defensor;Right;CAM;167;63;26;75;75; 0; 8;3;1; 2;83;67;75;81;68;70; 15000;  6000000
224294;L. Cook;AFC Bournemouth;Meio-Campo;Right;CM;175;71;24;74;78; 4;15;4;1; 3;64;63;74;77;66;66; 26000;  6000000
224510;W. Bou;Defensa y Justicia;Defensor;Right;ST;174;74;27;75;75; 0;15;2;1; 2;75;75;68;76;46;75; 17000;  6000000
224656;O. Aina;Torino F.C.;Defensor;Right;LWB;184;82;24;74;76; 2;14;4;1; 2;83;60;66;73;70;74; 27000;  5000000
224739;P. Olayinka;SK Slavia Praha;Atacante;Right;LM;188;77;25;76;77; 1; 9;3;1; 4;84;69;69;75;57;78;  1000;  9000000
224836;V. Milinkovic;Torino F.C.;Goleiro;Right;GK;202;90;24;73;78; 5;71;3;1; 1;73;71;78;73;43;74; 20000;  3700000
224874;A. Pellegrino;FK Bodø/Glimt;Atacante;Right;LW;190;68;31;72;72; 0;16;3;1; 4;85;72;65;71;37;58;  5000;  1900000
225024;M. Holgate;Everton;Defensor;Right;CB;184;75;24;76;79; 3;12;3;1; 2;73;43;68;68;77;77; 52000;  9000000
198129;C. Ortiz;CF Monterrey ;Meio-Campo;Left;CDM;174;74;32;76;76; 0; 7;2;1; 3;61;55;66;71;72;77; 40000;  5000000
198156;L. Marin;Patronato;Defensor;Right;RB;183;81;29;67;67; 0; 8;3;1; 2;68;50;59;65;65;73;  5000;   900000
198164;Jonathan Viera;Unión Deportiva Las Palmas;Atacante;Right;CAM;171;67;31;79;79; 0;16;4;2; 4;80;74;79;80;63;69; 14000; 14500000
198426;G. Castellani;Unión La Calera;Atacante;Right;CAM;183;75;33;69;69; 0;13;3;1; 4;64;65;72;70;56;75;  2000;   875000
198719;N. Redmond;Southampton;Atacante;Right;LM;173;69;27;76;76; 0;14;3;2; 4;81;72;70;80;30;51; 49000;  8000000
198950;Pablo Sarabia;Sporting CP;Atacante;Left;RW;174;70;29;81;81; 0; 7;4;2; 4;73;76;82;82;57;59;100000; 25500000
199005;M. Ryan;Real Sociedad;Goleiro;Right;GK;184;82;29;77;78; 1;75;4;1; 1;77;75;82;79;53;76; 25000;  8000000
199206;D. Vida;Beşiktaş JK;Defensor;Right;CB;184;76;32;77;77; 0;13;3;3; 2;74;40;58;59;79;81; 39000;  7000000
199602;J. Guidetti;Deportivo Alavés;Atacante;Right;ST;185;80;29;71;71; 0;13;3;2; 4;51;72;66;71;38;70; 17000;  1900000
200159;S. Ortega;DSC Arminia Bielefeld;Goleiro;Right;GK;185;88;28;79;80; 1;73;4;1; 1;75;73;86;85;52;75; 24000; 14000000
200478;J. Hendrick;Queens Park Rangers;Atacante;Right;CM;185;79;29;71;71; 0; 6;3;2; 4;64;68;72;71;69;73; 25000;  1800000
200677;Pedro Mendes;Montpellier Hérault SC;Defensor;Right;CB;186;78;30;74;74; 0; 6;3;1; 2;64;38;51;61;75;76; 20000;  3500000
201073;N. De Preville;FC Metz;Atacante;Right;CAM;178;78;30;72;72; 0;10;3;2; 4;74;73;72;73;37;68; 15000;  2300000
201145;M. Le Bihan;Dijon FCO;Defensor;Right;ST;185;85;31;70;70; 0;16;3;1; 2;52;72;60;69;46;72;  4000;  1300000
201818;A. Musa;Fatih Karagümrük S.K.;Atacante;Right;RM;171;66;28;72;72; 0;12;3;2; 4;90;66;63;74;30;54; 12000;  2400000
201862;M. Rojo;Boca Juniors;Defensor;Left;CB;186;82;31;77;77; 0; 8;2;3; 2;68;60;69;65;76;76; 17000;  7000000
202048;C. Coady;Wolverhampton Wanderers;Defensor;Right;CDM;186;80;28;79;80; 1;15;3;1; 2;47;57;75;67;80;75; 80000; 16500000
202078;D. Nagbe;Columbus Crew;Meio-Campo;Right;CM;175;77;30;75;75; 0; 8;2;1; 3;78;65;72;79;64;72;  9000;  5500000
202325;D. Demme;Napoli;Meio-Campo;Right;CDM;172;71;29;77;77; 0;10;4;2; 3;57;42;74;75;73;72; 53000;  9000000
202429;D. da Costa;Eintracht Frankfurt;Defensor;Right;RWB;187;87;27;74;74; 0;15;3;2; 2;73;56;65;68;72;81; 22000;  4100000
202515;Jese;Unión Deportiva Las Palmas;Atacante;Right;CAM;178;80;28;73;73; 0; 7;4;2; 4;75;74;69;76;25;67; 10000;  3100000
202562;J. Roussillon;VfL Wolfsburg;Defensor;Left;LB;175;80;28;76;76; 0; 7;3;2; 2;87;65;71;78;71;73; 49000;  7000000
202651;Suso;Sevilla FC;Atacante;Left;CAM;176;70;27;80;80; 0;15;3;2; 4;76;76;81;84;32;54; 36000; 22500000
202858;F. Castillo;Fútbol Club Juárez;Atacante;Right;ST;182;80;29;72;72; 0;10;4;1; 4;90;72;63;76;43;72; 10000;  2300000
203890;S. Vrsaljko;Atlético de Madrid;Defensor;Right;RB;181;76;29;80;80; 0;11;3;2; 2;79;55;73;74;78;77; 56000; 18500000
204472;B. Sarr;FC Bayern München;Defensor;Right;RB;177;69;29;74;74; 0;15;3;2; 2;75;70;72;74;67;71; 49000;  3700000
204614;Mario Rui;Napoli;Defensor;Left;LB;170;67;30;77;77; 0; 5;3;2; 2;80;49;72;78;71;64; 51000;  9000000
204883;B. Samba;Nottingham Forest;Goleiro;Left;GK;186;79;27;73;76; 3;69;3;1; 1;75;69;76;74;53;71; 28000;  3000000
204935;J. Pickford;Everton;Goleiro;Left;GK;185;77;27;81;83; 2;76;4;3; 1;82;76;87;86;49;78; 70000; 23500000
205360;K. Roofe;Rangers FC;Atacante;Right;CF;178;65;28;74;74; 0;14;4;1; 4;79;75;67;73;50;60; 48000;  4300000
205923;B. Davies;Tottenham Hotspur;Defensor;Left;CB;181;76;28;77;77; 0; 7;3;2; 2;69;58;73;73;78;73; 72000;  9000000
205995;J. Willems;SpVgg Greuther Fürth;Defensor;Left;LB;177;87;27;73;73; 0;14;4;2; 2;66;65;73;73;70;73; 18000;  2900000
206436;Y. Benzia;Atakaş Hatayspor;Defensor;Right;CAM;179;77;26;71;72; 1; 9;4;2; 2;66;69;70;73;45;61;  4000;  2200000
206467;A. Plea;Borussia Mönchengladbach;Atacante;Right;CAM;181;79;28;78;78; 0;15;3;2; 4;69;79;79;78;39;74; 35000; 14500000
207732;Roger;Levante Unión Deportiva;Atacante;Right;ST;179;74;30;79;79; 0;13;3;2; 4;77;81;64;77;41;74; 36000; 17000000
207863;Felipe;Atlético de Madrid;Defensor;Right;CB;190;83;32;83;83; 0;11;3;3; 2;61;43;58;61;83;84; 68000; 23500000
207948;B. Traore;Aston Villa;Defensor;Left;CAM;181;73;25;77;78; 1; 7;1;2; 2;78;73;73;82;45;66; 57000; 12500000
208004;J. Veltman;Brighton & Hove Albion;Defensor;Right;CB;184;75;29;77;77; 0;10;4;2; 2;65;49;66;69;79;76; 52000;  9000000
208018;T. Lam;Finland;Defensor;Right;CB;188;76;27;67;69; 2;15;4;1; 2;69;56;60;61;65;74;     0;        0
208088;Sergi Samper;Vissel Kobe;Meio-Campo;Right;CDM;182;73;26;70;70; 0;10;3;1; 3;41;43;66;66;66;68;  6000;  1500000
208618;Lucas Vazquez;Real Madrid CF;Defensor;Right;RB;173;70;30;81;81; 0;16;4;2; 2;82;73;79;80;72;69;140000; 22000000
208777;Oliver Torres;Sevilla FC;Atacante;Right;CAM;175;70;26;77;78; 1; 7;4;2; 4;63;67;78;82;63;54; 27000; 12500000
209620;B. Rahman;Reading;Defensor;Left;LB;180;72;26;71;72; 1;11;4;1; 2;75;55;64;69;67;71; 47000;  2000000
209846;C. Gunter;Sport-Club Freiburg;Defensor;Left;LB;184;83;28;80;80; 0;15;2;2; 2;82;57;71;71;75;81; 34000; 19000000
210438;F. Boulaya;FC Metz;Defensor;Right;CAM;179;70;28;74;74; 0;15;4;2; 2;72;68;75;77;26;54; 18000;  4200000
210455;Jonny;Wolverhampton Wanderers;Defensor;Right;LWB;170;70;27;80;80; 0;10;3;2; 2;76;54;72;76;79;69; 81000; 20500000
210665;M. Halstenberg;RB Leipzig;Defensor;Left;CB;188;87;29;78;78; 0;15;3;2; 2;63;66;73;71;76;80; 64000; 12000000
210697;C. Norgaard;Brentford;Defensor;Right;CDM;187;77;27;75;76; 1; 9;3;1; 2;58;60;69;71;75;76; 38000;  6000000
210736;Emerson;Olympique Lyonnais;Defensor;Left;LB;176;79;26;77;78; 1;15;2;2; 2;77;63;75;78;73;64; 80000; 11500000
210828;B. Engels;Royal Antwerp FC;Defensor;Right;CB;194;83;26;74;76; 2;12;3;2; 2;64;44;61;56;74;75; 17000;  4600000
210930;Carles Gil;New England Revolution;Atacante;Left;CAM;170;66;28;80;80; 0;15;4;2; 4;71;70;81;80;39;64; 13000; 21000000
211093;C. McGregor;Celtic;Meio-Campo;Left;CM;178;74;28;77;77; 0;10;4;1; 3;78;73;74;78;70;75; 54000; 10500000
211320;D. Rugani;Juventus;Defensor;Right;CB;190;84;26;77;78; 1;10;3;2; 2;59;40;55;63;79;72; 60000; 11000000
211361;D. Cataldi;Lazio;Meio-Campo;Right;CM;180;70;26;76;77; 1;10;4;2; 3;72;71;77;76;73;70; 45000;  8000000
211381;S. Boufal;Angers SCO;Defensor;Right;CAM;175;67;27;77;77; 0;16;4;2; 2;80;71;75;84;30;57; 27000; 11500000
211515;P. Gollini;Tottenham Hotspur;Goleiro;Right;GK;194;94;26;78;81; 3;79;2;2; 1;78;79;73;80;47;74; 36000; 14000000
211561;Cassiano;FC Vizela;Atacante;Right;ST;184;80;32;71;71; 0; 7;2;1; 4;66;71;54;65;27;71;  5000;  1500000
211575;Andre Gomes;Everton;Meio-Campo;Right;CM;188;84;27;76;76; 0; 9;4;3; 3;54;67;76;75;69;74; 66000;  8000000
211738;M. Flekken;Sport-Club Freiburg;Goleiro;Right;GK;195;87;28;79;80; 1;75;4;1; 1;79;75;80;81;31;78; 26000; 14000000
211818;K. Mohwald;1. FC Union Berlin;Atacante;Right;CM;183;77;27;72;72; 0;13;2;1; 4;57;71;75;73;64;68; 21000;  2500000
146748;Diego Lopez;RCD Espanyol de Barcelona;Goleiro;Right;GK;196;89;39;79;79; 0;80;3;3; 1;76;80;68;76;44;81; 11000;  1900000
150516;L. Podolski;Górnik Zabrze;Atacante;Left;CF;183;88;36;72;72; 0; 9;3;3; 4;51;77;73;71;36;68;  6000;   800000
152554;G. Clichy;Servette FC;Defensor;Left;LB;176;65;35;74;74; 0;11;4;3; 2;72;43;68;73;72;65; 11000;  1300000
155885;A. McGeady;Sunderland;Atacante;Right;RW;177;71;35;69;69; 0; 9;4;2; 4;69;68;69;73;44;54;  5000;   575000
159261;F. Quagliarella;U.C. Sampdoria;Atacante;Right;CAM;180;79;38;77;77; 0; 7;4;2; 4;58;82;74;79;30;63; 18000;  3600000
167706; N. Bendtner;F.C. København;Defensor;Right;ST;193;84;31;70;70; 0; 7;3;2; 2;63;69;65;65;42;70; 13000;  1600000
170370;J. dos Santos;Club América;Meio-Campo;Right;CDM;172;74;31;75;75; 0;15;4;3; 3;67;66;77;75;69;68; 37000;  3900000
171833;D. Sturridge;Perth Glory;Atacante;Left;ST;180;76;31;72;72; 0;15;2;3; 4;73;73;64;73;23;63;  6000;  2000000
171860; J. Walker;Gillingham;Atacante;Right;CF;180;76;21;60;67; 7;23;3;2; 4;77;53;45;61;34;57;     0;        0
171877;M. Hamsik;Trabzonspor;Atacante;Right;CM;183;73;33;80;80; 0; 6;5;3; 4;68;77;82;80;71;71; 35000; 13000000
175932;R. De Laet;Royal Antwerp FC;Defensor;Right;RB;186;76;32;76;76; 0;14;3;1; 2;83;51;63;69;74;79; 20000;  5000000
176944;M. Fellaini;Shandong Taishan;Meio-Campo;Right;CB;194;85;33;75;75; 0; 6;3;3; 3;34;72;69;69;75;87; 19000;  3500000
